 3.360,-0.530,0.706
 3.370,-0.535,0.701
 3.380,-0.535,0.696
 3.390,-0.530,0.690
 3.400,-0.530,0.685
 3.410,-0.530,0.680
 3.420,-0.524,0.675
 3.430,-0.519,0.669
 3.440,-0.496,0.664
 3.450,-0.479,0.660
 3.460,-0.463,0.655
 3.470,-0.457,0.650
 3.480,-0.434,0.646
 3.490,-0.412,0.642
 3.500,-0.383,0.638
 3.510,-0.355,0.635
 3.520,-0.325,0.631
 3.530,-0.302,0.628
 3.540,-0.273,0.626
 3.550,-0.262,0.623
 3.560,-0.244,0.621
 3.570,-0.227,0.618
 3.580,-0.216,0.616
 3.590,-0.210,0.614
 3.600,-0.216,0.612
 3.610,-0.222,0.610
 3.620,-0.222,0.607
 3.630,-0.216,0.605
 3.640,-0.194,0.603
 3.650,-0.154,0.602
 3.660,-0.116,0.601
 3.670,-0.073,0.600
 3.680,-0.033,0.600
 3.690,0.000,0.600
 3.700,0.033,0.600
 3.710,0.081,0.601
 3.720,0.133,0.602
 3.730,0.181,0.604
 3.740,0.224,0.606
 3.750,0.263,0.609
 3.760,0.280,0.612
 3.770,0.274,0.614
 3.780,0.252,0.617
 3.790,0.235,0.619
 3.800,0.224,0.621
 3.810,0.213,0.624
 3.820,0.207,0.626
 3.830,0.207,0.628
 3.840,0.207,0.630
 3.850,0.218,0.632
 3.860,0.229,0.634
 3.870,0.257,0.637
 3.880,0.291,0.640
 3.890,0.309,0.643
 3.900,0.309,0.646
 3.910,0.309,0.649
 3.920,0.309,0.652
 3.930,0.320,0.655
 3.940,0.337,0.659
 3.950,0.367,0.662
 3.960,0.396,0.666
 3.970,0.419,0.670
 3.980,0.442,0.675
 3.990,0.470,0.680
 4.000,0.504,0.685
 4.010,0.532,0.690
 4.020,0.554,0.695
 4.030,0.577,0.701
 4.040,0.599,0.707
 4.050,0.616,0.713
 4.060,0.638,0.720
 4.070,0.655,0.726
 4.080,0.677,0.733
 4.090,0.683,0.740
 4.100,0.694,0.747
 4.110,0.705,0.754
 4.120,0.711,0.761
 4.130,0.705,0.768
 4.140,0.682,0.775
 4.150,0.678,0.782
 4.160,0.688,0.789
 4.170,0.698,0.795
 4.180,0.708,0.803
 4.190,0.729,0.810
 4.200,0.734,0.817
 4.210,0.744,0.825
 4.220,0.744,0.832
 4.230,0.744,0.840
 4.240,0.754,0.847
 4.250,0.754,0.855
 4.260,0.754,0.862
 4.270,0.754,0.870
 4.280,0.744,0.877
 4.290,0.744,0.885
 4.300,0.734,0.892
 4.310,0.729,0.899
 4.320,0.713,0.906
 4.330,0.713,0.913
 4.340,0.713,0.921
 4.350,0.713,0.928
 4.360,0.713,0.935
 4.370,0.708,0.942
 4.380,0.708,0.949
 4.390,0.713,0.956
 4.400,0.718,0.963
 4.410,0.729,0.971
 4.420,0.734,0.978
 4.430,0.729,0.985
 4.440,0.718,0.992
 4.450,0.718,1.000
 4.460,0.708,1.007
 4.470,0.703,1.014
 4.480,0.698,1.021
 4.490,0.683,1.028
 4.500,0.662,1.034
 4.510,0.652,1.041
 4.520,0.637,1.047
 4.530,0.631,1.053
 4.540,0.637,1.060
 4.550,0.631,1.066
 4.560,0.631,1.072
 4.570,0.637,1.079
 4.580,0.647,1.085
 4.590,0.652,1.092
 4.600,0.652,1.098
 4.610,0.652,1.105
 4.620,0.647,1.111
 4.630,0.652,1.118
 4.640,0.657,1.124
 4.650,0.662,1.131
 4.660,0.667,1.138
 4.670,0.667,1.144
 4.680,0.667,1.151
 4.690,0.672,1.158
 4.700,0.672,1.164
 4.710,0.678,1.171
 4.720,0.672,1.178
 4.730,0.672,1.185
 4.740,0.657,1.191
 4.750,0.652,1.198
 4.760,0.642,1.204
 4.770,0.637,1.210
 4.780,0.637,1.217
 4.790,0.631,1.223
 4.800,0.631,1.229
 4.810,0.637,1.236
 4.820,0.637,1.242
 4.830,0.637,1.249
 4.840,0.642,1.255
 4.850,0.642,1.261
 4.860,0.642,1.268
 4.870,0.642,1.274
 4.880,0.642,1.281
 4.890,0.647,1.287
 4.900,0.647,1.294
 4.910,0.642,1.300
 4.920,0.637,1.306
 4.930,0.642,1.313
 4.940,0.637,1.319
 4.950,0.637,1.326
 4.960,0.631,1.332
 4.970,0.621,1.338
 4.980,0.621,1.344
 4.990,0.626,1.351
 5.000,0.621,1.357
 5.010,0.611,1.363
 5.020,0.596,1.369
 5.030,0.590,1.375
 5.040,0.575,1.380
 5.050,0.575,1.386
 5.060,0.565,1.392
 5.070,0.549,1.397
 5.080,0.529,1.403
 5.090,0.518,1.408
 5.100,0.513,1.413
 5.110,0.524,1.418
 5.120,0.534,1.424
 5.130,0.544,1.429
 5.140,0.560,1.435
 5.150,0.565,1.440
 5.160,0.565,1.446
 5.170,0.560,1.451
 5.180,0.554,1.457
 5.190,0.544,1.462
 5.200,0.524,1.468
 5.210,0.503,1.473
 5.220,0.493,1.478
 5.230,0.482,1.482
 5.240,0.462,1.487
 5.250,0.451,1.492
 5.260,0.436,1.496
 5.270,0.441,1.500
 5.280,0.441,1.505
 5.290,0.446,1.509
 5.300,0.441,1.514
 5.310,0.431,1.518
 5.320,0.431,1.522
 5.330,0.431,1.527
 5.340,0.420,1.531
 5.350,0.410,1.535
 5.360,0.399,1.539
 5.370,0.389,1.543
 5.380,0.389,1.547
 5.390,0.394,1.551
 5.400,0.394,1.555
 5.410,0.394,1.558
 5.420,0.394,1.562
 5.430,0.394,1.566
 5.440,0.389,1.570
 5.450,0.383,1.574
 5.460,0.378,1.578
 5.470,0.378,1.582
 5.480,0.383,1.585
 5.490,0.378,1.589
 5.500,0.368,1.593
 5.510,0.362,1.597
 5.520,0.357,1.600
 5.530,0.352,1.604
 5.540,0.347,1.607
 5.550,0.325,1.610
 5.560,0.325,1.614
 5.570,0.310,1.617
 5.580,0.304,1.620
 5.590,0.304,1.623
 5.600,0.309,1.626
 5.610,0.320,1.629
 5.620,0.325,1.632
 5.630,0.325,1.636
 5.640,0.325,1.639
 5.650,0.320,1.642
 5.660,0.315,1.645
 5.670,0.315,1.648
 5.680,0.315,1.652
 5.690,0.315,1.655
 5.700,0.304,1.658
 5.710,0.294,1.661
 5.720,0.294,1.664
 5.730,0.283,1.666
 5.740,0.278,1.669
 5.750,0.262,1.672
 5.760,0.257,1.674
 5.770,0.251,1.677
 5.780,0.246,1.679
 5.790,0.236,1.682
 5.800,0.231,1.684
 5.810,0.215,1.686
 5.820,0.205,1.688
 5.830,0.205,1.690
 5.840,0.220,1.692
 5.850,0.236,1.695
 5.860,0.251,1.697
 5.870,0.267,1.700
 5.880,0.278,1.703
 5.890,0.283,1.706
 5.900,0.283,1.708
 5.910,0.267,1.711
 5.920,0.257,1.714
 5.930,0.246,1.716
 5.940,0.231,1.718
 5.950,0.215,1.721
 5.960,0.205,1.723
 5.970,0.185,1.725
 5.980,0.175,1.726
 5.990,0.156,1.728
 6.000,0.151,1.729
 6.010,0.136,1.731
 6.020,0.127,1.732
 6.030,0.108,1.733
 6.040,0.084,1.734
 6.050,0.046,1.734
 6.060,0.000,1.734
 6.070,-0.042,1.734
 6.080,-0.084,1.733
 6.090,-0.138,1.732
 6.100,-0.182,1.730
 6.110,-0.222,1.728
 6.120,-0.256,1.725
 6.130,-0.302,1.722
 6.140,-0.337,1.719
 6.150,-0.366,1.715
 6.160,-0.395,1.711
 6.170,-0.429,1.707
 6.180,-0.451,1.702
 6.190,-0.485,1.697
 6.200,-0.513,1.692
 6.210,-0.547,1.687
 6.220,-0.580,1.681
 6.230,-0.614,1.675
 6.240,-0.648,1.668
 6.250,-0.670,1.662
 6.260,-0.698,1.655
 6.270,-0.726,1.647
 6.280,-0.754,1.640
 6.290,-0.782,1.632
 6.300,-0.809,1.624
 6.310,-0.825,1.616
 6.320,-0.831,1.607
 6.330,-0.842,1.599
 6.340,-0.852,1.591
 6.350,-0.858,1.582
 6.360,-0.858,1.573
 6.370,-0.858,1.565
 6.380,-0.863,1.556
 6.390,-0.869,1.548
 6.400,-0.869,1.539
 6.410,-0.869,1.530
 6.420,-0.858,1.522
 6.430,-0.858,1.513
 6.440,-0.863,1.504
 6.450,-0.863,1.496
 6.460,-0.858,1.487
 6.470,-0.863,1.478
 6.480,-0.874,1.470
 6.490,-0.896,1.461
 6.500,-0.907,1.452
 6.510,-0.918,1.443
 6.520,-0.929,1.433
 6.530,-0.946,1.424
 6.540,-0.962,1.414
 6.550,-0.974,1.404
 6.560,-0.980,1.395
 6.570,-0.968,1.385
 6.580,-0.951,1.375
 6.590,-0.934,1.366
 6.600,-0.918,1.357
 6.610,-0.907,1.348
 6.620,-0.902,1.339
 6.630,-0.896,1.330
 6.640,-0.902,1.321
 6.650,-0.912,1.312
 6.660,-0.929,1.302
 6.670,-0.934,1.293
 6.680,-0.934,1.284
 6.690,-0.940,1.274
 6.700,-0.940,1.265
 6.710,-0.940,1.256
 6.720,-0.940,1.246
 6.730,-0.940,1.237
 6.740,-0.934,1.227
 6.750,-0.929,1.218
 6.760,-0.912,1.209
 6.770,-0.912,1.200
 6.780,-0.896,1.191
 6.790,-0.885,1.182
 6.800,-0.874,1.173
 6.810,-0.863,1.165
 6.820,-0.847,1.156
 6.830,-0.836,1.148
 6.840,-0.831,1.140
 6.850,-0.836,1.131
 6.860,-0.836,1.123
 6.870,-0.831,1.115
 6.880,-0.842,1.106
 6.890,-0.847,1.098
 6.900,-0.858,1.089
 6.910,-0.863,1.080
 6.920,-0.863,1.072
 6.930,-0.858,1.063
 6.940,-0.842,1.055
 6.950,-0.842,1.046
 6.960,-0.842,1.038
 6.970,-0.842,1.030
 6.980,-0.836,1.021
 6.990,-0.836,1.013
 7.000,-0.836,1.005
 7.010,-0.831,0.996
 7.020,-0.820,0.988
 7.030,-0.809,0.980
 7.040,-0.798,0.972
 7.050,-0.787,0.964
 7.060,-0.782,0.956
 7.070,-0.776,0.948
 7.080,-0.776,0.941
 7.090,-0.776,0.933
 7.100,-0.770,0.925
 7.110,-0.770,0.918
 7.120,-0.776,0.910
 7.130,-0.776,0.902
 7.140,-0.765,0.894
 7.150,-0.759,0.887
 7.160,-0.748,0.879
 7.170,-0.748,0.872
 7.180,-0.743,0.864
 7.190,-0.743,0.857
 7.200,-0.743,0.850
 7.210,-0.748,0.842
 7.220,-0.754,0.835
 7.230,-0.759,0.827
 7.240,-0.759,0.819
 7.250,-0.754,0.812
 7.260,-0.748,0.804
 7.270,-0.748,0.797
 7.280,-0.743,0.789
 7.290,-0.726,0.782
 7.300,-0.704,0.775
 7.310,-0.687,0.768
 7.320,-0.654,0.762
 7.330,-0.625,0.755
 7.340,-0.597,0.749
 7.350,-0.575,0.744
 7.360,-0.569,0.738
 7.370,-0.580,0.732
 7.380,-0.586,0.726
 7.390,-0.597,0.720
 7.400,-0.597,0.714
 7.410,-0.603,0.708
 7.420,-0.597,0.702
 7.430,-0.586,0.697
 7.440,-0.580,0.691
 7.450,-0.575,0.685
 7.460,-0.563,0.679
 7.470,-0.547,0.674
 7.480,-0.524,0.669
 7.490,-0.507,0.664
 7.500,-0.491,0.659
 7.510,-0.485,0.654
 7.520,-0.479,0.649
 7.530,-0.468,0.644
 7.540,-0.446,0.640
 7.550,-0.440,0.635
 7.560,-0.429,0.631
 7.570,-0.412,0.627
 7.580,-0.400,0.623
 7.590,-0.383,0.619
 7.600,-0.372,0.616
 7.610,-0.342,0.612
 7.620,-0.325,0.609
 7.630,-0.296,0.606
 7.640,-0.262,0.603
 7.650,-0.239,0.601
 7.660,-0.210,0.599
 7.670,-0.171,0.597
 7.680,-0.127,0.596
 7.690,-0.084,0.595
 7.700,-0.051,0.594
 7.710,-0.022,0.594
 7.720,0.011,0.594
 7.730,0.050,0.595
 7.740,0.076,0.596
 7.750,0.097,0.597
 7.760,0.118,0.598
 7.770,0.128,0.599
 7.780,0.149,0.601
 7.790,0.165,0.602
 7.800,0.181,0.604
 7.810,0.202,0.606
 7.820,0.218,0.608
 7.830,0.246,0.611
 7.840,0.257,0.613
 7.850,0.274,0.616
 7.860,0.286,0.619
 7.870,0.291,0.622
 7.880,0.303,0.625
 7.890,0.309,0.628
 7.900,0.314,0.631
 7.910,0.326,0.634
 7.920,0.326,0.638
 7.930,0.326,0.641
 7.940,0.326,0.644
 7.950,0.343,0.647
 7.960,0.360,0.651
 7.970,0.390,0.655
 7.980,0.413,0.659
 7.990,0.453,0.664
 8.000,0.481,0.668
 8.010,0.515,0.674
 8.020,0.543,0.679
 8.030,0.588,0.685
 8.040,0.616,0.691
 8.050,0.655,0.698
 8.060,0.694,0.705
 8.070,0.733,0.712
 8.080,0.761,0.719
 8.090,0.772,0.727
 8.100,0.784,0.735
 8.110,0.789,0.743
 8.120,0.800,0.751
 8.130,0.800,0.759
 8.140,0.800,0.767
 8.150,0.734,0.774
 8.160,0.734,0.782
 8.170,0.734,0.789
 8.180,0.744,0.796
 8.190,0.749,0.804
 8.200,0.759,0.811
 8.210,0.764,0.819
 8.220,0.764,0.827
 8.230,0.769,0.834
 8.240,0.774,0.842
 8.250,0.774,0.850
 8.260,0.774,0.858
 8.270,0.785,0.866
 8.280,0.785,0.873
 8.290,0.789,0.881
 8.300,0.805,0.889
 8.310,0.805,0.897
 8.320,0.810,0.905
 8.330,0.800,0.913
 8.340,0.785,0.921
 8.350,0.774,0.929
 8.360,0.774,0.937
 8.370,0.774,0.945
 8.380,0.774,0.952
 8.390,0.785,0.960
 8.400,0.789,0.968
 8.410,0.804,0.976
 8.420,0.815,0.984
 8.430,0.825,0.992
 8.440,0.840,1.001
 8.450,0.845,1.009
 8.460,0.845,1.018
 8.470,0.845,1.026
 8.480,0.840,1.035
 8.490,0.830,1.043
 8.500,0.820,1.051
 8.510,0.815,1.059
 8.520,0.815,1.067
 8.530,0.805,1.075
 8.540,0.794,1.083
 8.550,0.794,1.091
 8.560,0.794,1.099
 8.570,0.805,1.107
 8.580,0.810,1.115
 8.590,0.820,1.124
 8.600,0.830,1.132
 8.610,0.830,1.140
 8.620,0.825,1.148
 8.630,0.815,1.157
 8.640,0.800,1.165
 8.650,0.800,1.173
 8.660,0.789,1.180
 8.670,0.764,1.188
 8.680,0.759,1.196
 8.690,0.759,1.203
 8.700,0.759,1.211
 8.710,0.759,1.218
 8.720,0.754,1.226
 8.730,0.749,1.234
 8.740,0.739,1.241
 8.750,0.749,1.248
 8.760,0.759,1.256
 8.770,0.774,1.264
 8.780,0.779,1.272
 8.790,0.779,1.279
 8.800,0.759,1.287
 8.810,0.744,1.294
 8.820,0.739,1.302
 8.830,0.724,1.309
 8.840,0.708,1.316
 8.850,0.698,1.323
 8.860,0.688,1.330
 8.870,0.678,1.337
 8.880,0.678,1.343
 8.890,0.683,1.350
 8.900,0.688,1.357
 8.910,0.688,1.364
 8.920,0.688,1.371
 8.930,0.693,1.378
 8.940,0.688,1.385
 8.950,0.678,1.392
 8.960,0.672,1.398
 8.970,0.657,1.405
 8.980,0.647,1.411
 8.990,0.642,1.418
 9.000,0.626,1.424
 9.010,0.616,1.430
 9.020,0.616,1.436
 9.030,0.621,1.442
 9.040,0.626,1.449
 9.050,0.626,1.455
 9.060,0.621,1.461
 9.070,0.621,1.467
 9.080,0.611,1.474
 9.090,0.596,1.479
 9.100,0.575,1.485
 9.110,0.565,1.491
 9.120,0.554,1.496
 9.130,0.549,1.502
 9.140,0.539,1.507
 9.150,0.534,1.513
 9.160,0.534,1.518
 9.170,0.524,1.523
 9.180,0.518,1.528
 9.190,0.513,1.534
 9.200,0.508,1.539
 9.210,0.503,1.544
 9.220,0.503,1.549
 9.230,0.503,1.554
 9.240,0.508,1.559
 9.250,0.503,1.564
 9.260,0.503,1.569
 9.270,0.493,1.574
 9.280,0.493,1.579
 9.290,0.477,1.583
 9.300,0.462,1.588
 9.310,0.451,1.593
 9.320,0.441,1.597
 9.330,0.436,1.601
 9.340,0.431,1.606
 9.350,0.426,1.610
 9.360,0.415,1.614
 9.370,0.405,1.618
 9.380,0.399,1.622
 9.390,0.399,1.626
 9.400,0.399,1.630
 9.410,0.399,1.634
 9.420,0.399,1.638
 9.430,0.404,1.642
 9.440,0.399,1.646
 9.450,0.399,1.650
 9.460,0.389,1.654
 9.470,0.394,1.658
 9.480,0.399,1.662
 9.490,0.420,1.666
 9.500,0.441,1.671
 9.510,0.451,1.675
 9.520,0.451,1.680
 9.530,0.457,1.684
 9.540,0.451,1.689
 9.550,0.446,1.693
 9.560,0.436,1.698
 9.570,0.426,1.702
 9.580,0.410,1.706
 9.590,0.399,1.710
 9.600,0.384,1.714
 9.610,0.362,1.717
 9.620,0.352,1.721
 9.630,0.336,1.724
 9.640,0.325,1.727
 9.650,0.320,1.731
 9.660,0.304,1.734
 9.670,0.288,1.737
 9.680,0.278,1.739
 9.690,0.267,1.742
 9.700,0.257,1.745
 9.710,0.246,1.747
 9.720,0.231,1.749
 9.730,0.190,1.751
 9.740,0.146,1.753
 9.750,0.079,1.754
 9.760,-0.016,1.753
 9.770,-0.127,1.752
 9.780,-0.261,1.749
 9.790,-0.412,1.745
 9.800,-0.558,1.740
 9.810,-0.704,1.733
 9.820,-0.847,1.724
 9.830,-1.003,1.714
 9.840,-1.176,1.702
 9.850,-1.368,1.689
 9.860,-1.562,1.673
 9.870,-1.734,1.656
 9.880,-1.929,1.637
 9.890,-2.156,1.615
 9.900,-2.434,1.591
 9.910,-2.739,1.563
 9.920,-3.090,1.532
 9.930,-3.449,1.498
 9.940,-3.801,1.460
 9.950,-4.220,1.418
 9.960,-4.582,1.372
 9.970,-4.844,1.323
 9.980,-5.126,1.272
 9.990,-5.440,1.218
10.000,-5.717,1.161
10.010,-5.991,1.101
10.020,-6.225,1.038
10.030,-6.488,0.974
10.040,-6.652,0.907
10.050,-6.806,0.839
10.060,-6.962,0.769
10.070,-7.054,0.699
10.080,-7.070,0.628
10.090,-7.111,0.557
10.100,-7.199,0.485
10.110,-7.263,0.412
10.120,-7.281,0.340
10.130,-7.358,0.266
10.140,-7.437,0.192
10.150,-7.536,0.116
10.160,-7.682,0.039
10.170,-7.721,-0.038
10.180,-7.772,-0.116
10.190,-7.816,-0.194
10.200,-7.833,-0.272
10.210,-7.928,-0.351
10.220,-8.044,-0.432
10.230,-8.169,-0.513
10.240,-8.221,-0.596
10.250,-8.101,-0.677
10.260,-7.942,-0.756
10.270,-7.820,-0.834
10.280,-7.677,-0.911
10.290,-7.477,-0.986
10.300,-7.445,-1.060
10.310,-7.349,-1.134
10.320,-7.167,-1.205
10.330,-7.109,-1.277
10.340,-7.075,-1.347
10.350,-6.961,-1.417
10.360,-6.830,-1.485
10.370,-6.626,-1.551
10.380,-6.471,-1.616
10.390,-6.278,-1.679
10.400,-6.146,-1.740
10.410,-6.024,-1.801
10.420,-5.895,-1.860
10.430,-5.721,-1.917
10.440,-5.538,-1.972
10.450,-5.366,-2.026
